,gender,event,medal,abb,country,type,year
786,Men,Club Throw 1A,Bronze,IRL,Ireland,Athletics,1980
787,Men,Club Throw 1B,Gold,USA,USA,Athletics,1980
788,Men,Club Throw 1B,Silver,BAH,Bahamas,Athletics,1980
789,Men,Club Throw 1B,Bronze,CAN,Canada,Athletics,1980
790,Men,Pentathlon 1A,Gold,FIN,Finland,Athletics,1980
791,Men,Pentathlon 1A,Silver,FIN,Finland,Athletics,1980
792,Men,Pentathlon 1B,Gold,AUT,Austria,Athletics,1980
793,Men,Pentathlon 1B,Silver,AUS,Australia,Athletics,1980
794,Men,Pentathlon 1B,Bronze,SWE,Sweden,Athletics,1980
795,Men,Pentathlon 1C,Gold,FRG,Germany,Athletics,1980
796,Men,Pentathlon 1C,Silver,AUT,Austria,Athletics,1980
797,Men,Pentathlon 1C,Bronze,JAM,Jamaica,Athletics,1980
798,Men,Pentathlon A,Gold,POL,Poland,Athletics,1980
799,Men,Pentathlon A,Silver,ISR,Israel,Athletics,1980
800,Men,Pentathlon A,Bronze,ISR,Israel,Athletics,1980
801,Men,Pentathlon B,Gold,POL,Poland,Athletics,1980
802,Men,Pentathlon B,Silver,POL,Poland,Athletics,1980
803,Men,Pentathlon B,Bronze,BEL,Belgium,Athletics,1980
804,Men,Pentathlon C,Gold,CAN,Canada,Athletics,1980
805,Men,Pentathlon C,Silver,AUT,Austria,Athletics,1980
806,Men,Pentathlon C,Bronze,ISR,Israel,Athletics,1980
807,Men,Pentathlon C1,Gold,AUT,Austria,Athletics,1980
808,Men,Pentathlon C1,Silver,FIN,Finland,Athletics,1980
809,Men,Pentathlon D,Gold,GBR,UK,Athletics,1980
810,Men,Pentathlon D,Silver,AUT,Austria,Athletics,1980
811,Men,Pentathlon D,Bronze,ISR,Israel,Athletics,1980
812,Men,Pentathlon D1,Gold,USA,USA,Athletics,1980
813,Men,Pentathlon D1,Silver,AUT,Austria,Athletics,1980
814,Men,Pentathlon E,Gold,CAN,Canada,Athletics,1980
815,Men,Pentathlon E,Silver,FIN,Finland,Athletics,1980
816,Men,Pentathlon E,Bronze,AUT,Austria,Athletics,1980
817,Men,Pentathlon E1,Gold,DEN,Denmark,Athletics,1980
818,Men,Pentathlon F,Gold,CAN,Canada,Athletics,1980
819,Men,Pentathlon F,Silver,AUT,Austria,Athletics,1980
820,Men,Pentathlon F,Bronze,FIN,Finland,Athletics,1980
821,Men,Pentathlon 2,Gold,FRG,Germany,Athletics,1980
822,Men,Pentathlon 2,Silver,NED,Netherlands,Athletics,1980
823,Men,Pentathlon 2,Bronze,ITA,Italy,Athletics,1980
824,Men,Pentathlon 3,Gold,USA,USA,Athletics,1980
825,Men,Pentathlon 3,Silver,AUT,Austria,Athletics,1980
826,Men,Pentathlon 3,Bronze,AUS,Australia,Athletics,1980
827,Men,Pentathlon 4,Gold,FRG,Germany,Athletics,1980
828,Men,Pentathlon 4,Silver,USA,USA,Athletics,1980
829,Men,Pentathlon 4,Bronze,FRG,Germany,Athletics,1980
830,Men,Pentathlon 5,Gold,SWE,Sweden,Athletics,1980
831,Men,Pentathlon 5,Silver,BEL,Belgium,Athletics,1980
832,Men,Pentathlon 5,Bronze,FRG,Germany,Athletics,1980
833,Women,60 m 1A,Gold,MEX,Mexico,Athletics,1980
834,Women,60 m 1A,Silver,USA,USA,Athletics,1980
835,Women,60 m 1A,Bronze,GBR,UK,Athletics,1980
836,Women,60 m 1B,Gold,USA,USA,Athletics,1980
837,Women,60 m 1B,Silver,MEX,Mexico,Athletics,1980
838,Women,60 m 1B,Bronze,IRL,Ireland,Athletics,1980
839,Women,60 m 1C,Gold,EGY,Egypt,Athletics,1980
840,Women,60 m 1C,Silver,ITA,Italy,Athletics,1980
841,Women,60 m 1C,Bronze,USA,USA,Athletics,1980
842,Women,60 m A,Gold,USA,USA,Athletics,1980
843,Women,60 m A,Silver,USA,USA,Athletics,1980
844,Women,60 m A,Bronze,USA,USA,Athletics,1980
845,Women,60 m CP C,Gold,FRA,France,Athletics,1980
846,Women,60 m CP C,Silver,USA,USA,Athletics,1980
847,Women,60 m CP C,Bronze,USA,USA,Athletics,1980
848,Women,60 m CP D,Gold,FRA,France,Athletics,1980
849,Women,60 m CP D,Silver,SUI,Switzerland,Athletics,1980
850,Women,60 m CP D,Bronze,FRA,France,Athletics,1980
851,Women,60 m 2,Gold,KUW,Kuwait,Athletics,1980
852,Women,60 m 2,Silver,MEX,Mexico,Athletics,1980
853,Women,60 m 2,Bronze,USA,USA,Athletics,1980
854,Women,60 m 3,Gold,MEX,Mexico,Athletics,1980
855,Women,60 m 3,Silver,GBR,UK,Athletics,1980
856,Women,60 m 3,Bronze,ITA,Italy,Athletics,1980
857,Women,60 m 4,Gold,USA,USA,Athletics,1980
858,Women,60 m 4,Silver,FRA,France,Athletics,1980
859,Women,60 m 4,Bronze,USA,USA,Athletics,1980
860,Women,60 m 5,Gold,MEX,Mexico,Athletics,1980
861,Women,60 m 5,Silver,AUS,Australia,Athletics,1980
862,Women,60 m 5,Bronze,SWE,Sweden,Athletics,1980
863,Women,100 m B,Gold,POL,Poland,Athletics,1980
864,Women,100 m B,Silver,USA,USA,Athletics,1980
865,Women,100 m B,Bronze,ESP,Spain,Athletics,1980
866,Women,100 m C,Gold,CAN,Canada,Athletics,1980
867,Women,100 m C,Silver,CAN,Canada,Athletics,1980
868,Women,100 m C,Bronze,AUS,Australia,Athletics,1980
869,Women,100 m C1,Gold,POL,Poland,Athletics,1980
870,Women,100 m D,Gold,USA,USA,Athletics,1980
871,Women,100 m D,Silver,USA,USA,Athletics,1980
872,Women,100 m D1,Gold,JAM,Jamaica,Athletics,1980
873,Women,100 m D1,Silver,POL,Poland,Athletics,1980
874,Women,100 m D1,Bronze,POL,Poland,Athletics,1980
875,Women,100 m E,Gold,GBR,UK,Athletics,1980
876,Women,100 m E,Silver,FIN,Finland,Athletics,1980
877,Women,100 m E,Bronze,POL,Poland,Athletics,1980
878,Women,100 m F,Gold,JPN,Japan,Athletics,1980
879,Women,100 m F,Silver,POL,Poland,Athletics,1980
880,Women,100 m F1,Gold,CAN,Canada,Athletics,1980
881,Women,100 m F1,Silver,ITA,Italy,Athletics,1980
882,Women,200 m 2,Gold,KUW,Kuwait,Athletics,1980
883,Women,200 m 2,Silver,NZL,New Zealand,Athletics,1980
884,Women,200 m 2,Bronze,USA,USA,Athletics,1980
885,Women,200 m 3,Gold,USA,USA,Athletics,1980
886,Women,200 m 3,Silver,MEX,Mexico,Athletics,1980
887,Women,200 m 3,Bronze,USA,USA,Athletics,1980
888,Women,400 m A,Gold,USA,USA,Athletics,1980
889,Women,400 m A,Silver,ESP,Spain,Athletics,1980
890,Women,400 m A,Bronze,SWE,Sweden,Athletics,1980
891,Women,400 m B,Gold,FRG,Germany,Athletics,1980
892,Women,400 m B,Silver,USA,USA,Athletics,1980
893,Women,400 m B,Bronze,USA,USA,Athletics,1980
894,Women,400 m C1,Gold,POL,Poland,Athletics,1980
895,Women,400 m CP C,Gold,FRA,France,Athletics,1980
896,Women,400 m CP C,Silver,FRA,France,Athletics,1980
897,Women,400 m CP C,Bronze,USA,USA,Athletics,1980
898,Women,400 m CP D,Gold,FRA,France,Athletics,1980
899,Women,400 m CP D,Silver,FRA,France,Athletics,1980
900,Women,400 m CP D,Bronze,USA,USA,Athletics,1980
901,Women,400 m D,Gold,USA,USA,Athletics,1980
902,Women,400 m E,Gold,GBR,UK,Athletics,1980
903,Women,400 m E,Silver,FIN,Finland,Athletics,1980
904,Women,400 m F1,Gold,CAN,Canada,Athletics,1980
905,Women,400 m F1,Silver,FRG,Germany,Athletics,1980
906,Women,400 m F1,Bronze,FRG,Germany,Athletics,1980
907,Women,400 m 2,Gold,USA,USA,Athletics,1980
908,Women,400 m 2,Silver,SUI,Switzerland,Athletics,1980
909,Women,400 m 2,Bronze,NZL,New Zealand,Athletics,1980
910,Women,400 m 3,Gold,USA,USA,Athletics,1980
911,Women,400 m 3,Silver,MEX,Mexico,Athletics,1980
912,Women,400 m 3,Bronze,CAN,Canada,Athletics,1980
913,Women,400 m D1 runners,Gold,POL,Poland,Athletics,1980
914,Women,400 m D1 wheelchairs,Gold,POL,Poland,Athletics,1980
915,Women,800 m A,Gold,FRG,Germany,Athletics,1980
916,Women,800 m A,Silver,AUT,Austria,Athletics,1980
917,Women,800 m A,Bronze,FIN,Finland,Athletics,1980
918,Women,800 m B,Gold,FRG,Germany,Athletics,1980
919,Women,800 m B,Silver,USA,USA,Athletics,1980
920,Women,800 m B,Bronze,CAN,Canada,Athletics,1980
921,Women,800 m 4,Gold,USA,USA,Athletics,1980
922,Women,800 m 4,Silver,USA,USA,Athletics,1980
923,Women,800 m 4,Bronze,MEX,Mexico,Athletics,1980
924,Women,800 m 5,Gold,MEX,Mexico,Athletics,1980
925,Women,800 m 5,Silver,AUS,Australia,Athletics,1980
926,Women,800 m 5,Bronze,USA,USA,Athletics,1980
927,Women,1500 m F1,Gold,FRG,Germany,Athletics,1980
928,Women,1500 m F1,Silver,ITA,Italy,Athletics,1980
929,Women,1500 m 4,Gold,USA,USA,Athletics,1980
